run_id,timestamp,mode,has_obstacle,trial_idx,seed,pick_x,pick_y,pick_z,place_x,place_y,place_z,trial_id,step_name,experiment_mode,success,fallback_used,ik_time_sec,rrt_planning_sec,shortcut_time_sec,initial_guess_time_sec,solve_time_sec,total_compute_sec,exec_wait_sec,num_rrt_points,num_shortcut_waypoints,num_optimized_points,trajectory_duration_sec,joint_path_length,mean_joint_velocity,max_joint_velocity,mean_joint_acceleration,max_joint_acceleration,mean_joint_jerk,max_joint_jerk,mean_torque,max_torque,mean_torque_rate,max_torque_rate,max_constraint_violation,final_cost,solver_status,message
run_20260504_133055_68e459,2026-05-04T13:30:55,trajopt_only,no,0,20260504,0.342909,0.270618,0.368700,-0.369332,0.371865,0.370358,1,pre_grasp,trajopt_only,1,0,0.500664,0.000000,0.000000,0.000000,0.126781,3.877258,3.474911,0,0,100,2.274744,0.649926,0.115008,0.321415,0.171222,0.638035,0.523524,15.663313,11.251738,34.657332,1.051651,9.235854,nan,2.632973,converged,
run_20260504_133055_68e459,2026-05-04T13:30:55,trajopt_only,no,0,20260504,0.342909,0.270618,0.368700,-0.369332,0.371865,0.370358,2,pre_place,trajopt_only,0,0,0.503070,0.000000,0.000000,0.000000,0.000000,0.003184,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,TrajOpt action failed
run_20260504_133055_68e459,2026-05-04T13:31:04,trajopt_only,no,1,20260505,0.368511,0.399066,0.452362,-0.305642,0.486113,0.485995,3,pre_grasp,trajopt_only,0,0,0.501311,0.000000,0.000000,0.000000,0.000000,0.001816,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,TrajOpt action failed
run_20260504_133055_68e459,2026-05-04T13:31:07,trajopt_only,no,2,20260506,0.332255,0.382163,0.495316,-0.311952,0.399402,0.391336,4,pre_grasp,trajopt_only,0,0,0.501332,0.000000,0.000000,0.000000,0.000000,0.001998,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,TrajOpt action failed
run_20260504_133055_68e459,2026-05-04T13:31:09,trajopt_only,no,3,20260507,0.305432,0.363212,0.485976,-0.494788,0.322463,0.300389,5,pre_grasp,trajopt_only,1,0,0.500688,0.000000,0.000001,0.000000,0.132072,2.985903,2.843901,0,0,100,1.643617,0.300822,0.072595,0.246582,0.158852,0.719274,0.713701,25.952638,10.607430,34.242494,0.702249,3.326371,nan,1.791303,converged,
run_20260504_133055_68e459,2026-05-04T13:31:09,trajopt_only,no,3,20260507,0.305432,0.363212,0.485976,-0.494788,0.322463,0.300389,6,pre_place,trajopt_only,1,0,0.500410,0.000000,0.000000,0.000000,0.129772,5.041705,4.904049,0,0,100,3.703819,1.930960,0.169698,0.655094,0.146574,0.754351,0.259995,10.743958,13.216069,52.625730,1.133523,11.011400,nan,4.538382,converged,
run_20260504_133055_68e459,2026-05-04T13:31:09,trajopt_only,no,3,20260507,0.305432,0.363212,0.485976,-0.494788,0.322463,0.300389,7,return_home,trajopt_only,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.002389,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,TrajOpt action failed
run_20260504_133055_68e459,2026-05-04T13:31:26,trajopt_only,no,4,20260508,0.310132,0.204935,0.352965,-0.338245,0.321848,0.405989,8,pre_grasp,trajopt_only,1,0,0.500870,0.000000,0.000001,0.000000,0.117499,4.927961,4.797310,0,0,100,3.596854,1.811535,0.199594,0.519238,0.177989,0.617323,0.325959,9.077564,10.649789,49.198148,2.244584,27.089051,nan,4.395798,converged,
run_20260504_133055_68e459,2026-05-04T13:31:26,trajopt_only,no,4,20260508,0.310132,0.204935,0.352965,-0.338245,0.321848,0.405989,9,pre_place,trajopt_only,0,0,0.501320,0.000000,0.000000,0.000000,0.000000,0.002145,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,TrajOpt action failed
run_20260504_133055_68e459,2026-05-04T13:31:37,trajopt_only,no,5,20260509,0.449617,0.462314,0.490807,-0.408850,0.378504,0.437312,10,pre_grasp,trajopt_only,0,0,0.501056,0.000000,0.000000,0.000000,0.000000,0.003420,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,TrajOpt action failed
run_20260504_133055_68e459,2026-05-04T13:31:40,trajopt_only,no,6,20260510,0.350920,0.315024,0.485756,-0.307809,0.496190,0.368995,11,pre_grasp,trajopt_only,0,0,0.500409,0.000000,0.000000,0.000000,0.000000,0.002051,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,TrajOpt action failed
run_20260504_133055_68e459,2026-05-04T13:31:42,trajopt_only,no,7,20260511,0.408352,0.242703,0.399211,-0.354393,0.382760,0.415668,12,pre_grasp,trajopt_only,0,0,0.501025,0.000000,0.000000,0.000000,0.000000,0.002673,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,TrajOpt action failed
