segment_id,cum_ee_m,cum_shoulder_pan_joint_rad,cum_shoulder_lift_joint_rad,cum_elbow_joint_rad,cum_wrist_1_joint_rad,cum_wrist_2_joint_rad,cum_wrist_3_joint_rad,cum_shoulder_pan_joint_deg,cum_shoulder_lift_joint_deg,cum_elbow_joint_deg,cum_wrist_1_joint_deg,cum_wrist_2_joint_deg,cum_wrist_3_joint_deg,
34,0.622199,0.975757,0.310412,0.526066,0.218114,0.000841,0.975615,55.906751,17.785291,30.141358,12.497016,0.048192,55.898595,
35,0.227923,0.369418,0.032470,0.295035,0.183645,0.039876,0.278866,21.166085,1.860404,16.904260,10.522093,2.284709,15.977859,
36,1.103253,1.335491,0.368277,0.311617,2.935433,0.355952,1.419007,76.517971,21.100717,17.854355,168.187923,20.394522,81.303102,
37,0.846152,1.009235,0.333231,0.090826,0.827543,0.854037,1.001744,57.824892,19.092724,5.203950,47.414709,48.932723,57.395706,
38,0.348370,0.664647,0.062507,0.050983,0.057262,0.075444,0.506881,38.081479,3.581404,2.921121,3.280844,4.322620,29.042164,
39,1.093014,1.662635,0.247718,0.166205,0.111550,0.134834,1.280651,95.261995,14.193216,9.522816,6.391339,7.725413,73.375890,
40,1.015159,1.010695,1.127521,1.663883,0.564488,0.772359,2.218827,57.908530,64.602178,95.333494,32.342764,44.252904,127.129407,
41,0.334670,0.634944,0.085003,0.019056,0.091218,0.071360,0.483800,36.379634,4.870320,1.091829,5.226386,4.088600,27.719707,
42,0.952263,1.583907,0.151665,0.268347,0.432912,0.189325,1.211833,90.751207,8.689747,15.375122,24.804012,10.847538,69.432937,
43,1.384161,2.351521,0.179228,0.750073,0.113504,0.403867,1.005545,134.732221,10.269014,42.976006,6.503298,23.139851,57.613480,
44,0.313931,0.537767,0.206039,0.292760,0.052457,0.068050,0.404548,30.811806,11.805188,16.773891,3.005573,3.898965,23.178872,
45,1.041387,1.638898,1.069080,0.462457,0.262678,2.954500,1.688157,93.901918,61.253747,26.496857,15.050313,169.280387,96.724296,
46,0.963798,1.106110,0.340465,0.604136,0.327840,1.362820,1.153606,63.375424,19.507220,34.614463,18.783861,78.083816,66.096753,
47,0.193201,0.316446,0.104219,0.241302,0.099875,0.033458,0.239990,18.130994,5.971319,13.825608,5.722404,1.916997,13.750398,
48,0.924329,1.220471,1.278038,0.205794,2.109623,0.316187,4.272557,69.927826,73.226197,11.791115,120.872517,18.116163,244.799476,
49,0.617153,1.102947,0.162166,0.489526,0.114691,0.472545,0.999077,63.194236,9.291422,28.047773,6.571326,27.074845,57.242919,
50,0.165476,0.276889,0.182194,0.020557,0.162522,0.031249,0.210946,15.864584,10.438927,1.177803,9.311824,1.790409,12.086338,
51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
52,0.212023,0.282888,0.198977,0.248521,0.032752,0.022068,0.217571,16.208268,11.400557,14.239181,1.876541,1.264418,12.465920,
53,0.981719,1.472129,0.488473,1.074162,0.253876,0.176227,1.245257,84.346762,27.987466,61.544977,14.546021,10.097064,71.347980,
54,1.009829,1.210462,0.869565,1.666268,1.081356,1.854087,1.527955,69.354360,49.822428,95.470132,61.957139,106.231388,87.545350,
