segment_id,cum_ee_m,cum_shoulder_pan_joint_rad,cum_shoulder_lift_joint_rad,cum_elbow_joint_rad,cum_wrist_1_joint_rad,cum_wrist_2_joint_rad,cum_wrist_3_joint_rad,cum_shoulder_pan_joint_deg,cum_shoulder_lift_joint_deg,cum_elbow_joint_deg,cum_wrist_1_joint_deg,cum_wrist_2_joint_deg,cum_wrist_3_joint_deg,
1,0.254474,0.427229,0.147227,0.306332,0.131413,0.051340,0.321462,24.478447,8.435483,17.551511,7.529428,2.941579,18.418439,
2,0.761088,1.451694,0.227586,0.165034,0.088760,0.156074,1.101041,83.175945,13.039744,9.455749,5.085598,8.942389,63.084998,
3,0.590831,1.119840,0.046544,0.157979,0.202134,0.000796,1.119689,64.162082,2.666748,9.051509,11.581419,0.045621,64.153474,
4,0.192204,0.371872,0.031730,0.007078,0.060581,0.042311,0.283770,21.306717,1.818023,0.405548,3.471033,2.424244,16.258799,
5,0.689105,1.185309,0.070859,0.101994,0.026155,0.110733,0.907562,67.913184,4.059904,5.843835,1.498559,6.344526,51.999447,
6,0.500318,0.868603,0.149024,0.283732,0.137098,0.000796,0.868603,49.767261,8.538446,16.256657,7.855108,0.045629,49.767259,
7,0.174271,0.317740,0.052397,0.019836,0.008753,0.036724,0.242806,18.205133,3.002098,1.136499,0.501506,2.104146,13.911751,
8,0.668248,1.222834,0.076395,0.179234,0.174529,0.149118,0.919711,70.063239,4.377087,10.269337,9.999757,8.543840,52.695574,
9,0.518310,1.013047,0.000522,0.146142,0.144275,0.000796,1.013047,58.043315,0.029882,8.373337,8.266327,0.045632,58.043329,
10,0.165781,0.280171,0.110832,0.045070,0.016958,0.031235,0.214066,16.052631,6.350181,2.582298,0.971614,1.789636,12.265054,
11,0.900862,1.486667,0.360941,0.060233,0.305308,0.163285,1.124485,85.179744,20.680407,3.451123,17.492838,9.355566,64.428245,
12,0.761706,1.291694,0.230176,0.140932,0.368714,0.000797,1.291693,74.008638,13.188129,8.074816,21.125763,0.045664,74.008578,
13,0.297399,0.409768,0.300765,0.457973,0.083866,0.048696,0.307802,23.477995,17.232587,26.239932,4.805178,2.790074,17.635772,
14,0.695133,1.472425,0.242511,0.245064,0.054055,0.176815,1.108836,84.363734,13.894851,14.041117,3.097124,10.130780,63.531615,
15,0.569124,1.191214,0.093482,0.193005,0.097539,0.000891,1.191311,68.251525,5.356149,11.058392,5.588557,0.051052,68.257095,
16,0.248881,0.449834,0.203468,0.249774,0.061759,0.051478,0.346070,25.773582,11.657868,14.311020,3.538552,2.949481,19.828357,
17,0.922616,1.489756,0.115697,0.264997,0.056456,0.166681,1.127044,85.356733,6.628935,15.183234,3.234706,9.550104,64.574877,
18,0.627600,1.140993,0.104263,0.095548,0.008117,0.000796,1.140890,65.374066,5.973810,5.474512,0.465051,0.045607,65.368188,
19,0.225046,0.396134,0.126643,0.058159,0.022357,0.046425,0.301526,22.696807,7.256094,3.332270,1.280990,2.659931,17.276192,
20,0.723875,1.213225,0.295675,0.007106,0.236228,0.125220,0.923252,69.512665,16.940943,0.407136,13.534883,7.174570,52.898421,
21,0.506178,0.857281,0.176683,0.011130,0.185390,0.000796,0.857281,49.118584,10.123188,0.637697,10.622068,0.045635,49.118576,
22,0.310873,0.568806,0.099775,0.216337,0.086696,0.069093,0.428994,32.590163,5.716680,12.395215,4.967336,3.958755,24.579533,
23,0.829500,1.568892,0.131091,0.114551,0.045597,0.170360,1.189174,89.890883,7.510980,6.563297,2.612526,9.760891,68.134671,
24,0.568274,1.086489,0.027781,0.050089,0.075482,0.000796,1.086484,62.251262,1.591738,2.869895,4.324809,0.045622,62.250946,
25,0.292262,0.553627,0.012675,0.091435,0.080484,0.064371,0.419994,31.720483,0.726240,5.238838,4.611381,3.688168,24.063890,
26,0.836982,1.560410,0.018017,0.010689,0.018701,0.175787,1.180287,89.404916,1.032288,0.612460,1.071493,10.071868,67.625470,
27,0.571762,1.119473,0.000678,0.016063,0.012990,0.000790,1.119554,64.141062,0.038870,0.920345,0.744297,0.045257,64.145744,
28,0.153836,0.275063,0.121805,0.024975,0.143666,0.030476,0.209495,15.759964,6.978885,1.430952,8.231470,1.746156,12.003201,
29,0.665516,1.116503,0.065752,0.079579,0.113405,0.117420,0.850250,63.970935,3.767304,4.559566,6.497601,6.727694,48.715720,
30,0.531588,0.917973,0.155721,0.126723,0.279875,0.000782,0.917872,52.595992,8.922132,7.260676,16.035628,0.044826,52.590164,
31,0.285130,0.415914,0.146452,0.456970,0.197176,0.047552,0.311707,23.830129,8.391080,26.182426,11.297368,2.724532,17.859484,
32,0.872712,1.454903,0.400555,0.569285,0.001049,0.097538,1.124047,83.359774,22.950096,32.617649,0.060125,5.588513,64.403153,
33,0.669854,1.052967,0.306947,0.280992,0.024642,0.000797,1.052983,60.330541,17.586759,16.099630,1.411909,0.045661,60.331479,
34,0.244588,0.466083,0.012513,0.003175,0.029213,0.053852,0.355104,26.704609,0.716938,0.181924,1.673791,3.085470,20.345986,
35,0.886665,1.464403,0.196211,0.166729,0.079995,0.127411,1.124292,83.904092,11.242065,9.552873,4.583368,7.300135,64.417211,
36,0.634418,1.037279,0.253017,0.378367,0.127752,0.000742,1.037474,59.431720,14.496815,21.678810,7.319670,0.042513,59.442860,
37,0.196925,0.377621,0.056460,0.098942,0.030161,0.043816,0.289008,21.636086,3.234916,5.668978,1.728115,2.510454,16.558922,
38,0.828401,1.318051,0.155710,0.147764,0.067883,0.108416,1.014932,75.518766,8.921536,8.466244,3.889384,6.211789,58.151317,
39,0.622491,0.976302,0.310553,0.526486,0.218327,0.000794,0.976111,55.937975,17.793392,30.165433,12.509198,0.045520,55.927041,
40,0.227938,0.369500,0.032547,0.295039,0.183724,0.039817,0.278843,21.170809,1.864816,16.904478,10.526582,2.281325,15.976545,
41,0.825511,1.335338,0.368360,0.311593,0.112142,0.106970,1.028669,76.509235,21.105453,17.852964,6.425283,6.128914,58.938371,
42,0.652629,1.001508,0.333280,0.042216,0.288891,0.000821,1.001496,57.382193,19.095554,2.418772,16.552255,0.047068,57.381499,
43,0.349202,0.664924,0.062820,0.051035,0.057333,0.075427,0.506935,38.097320,3.599324,2.924102,3.284956,4.321652,29.045249,
44,1.093955,1.663169,0.247880,0.166330,0.111659,0.134798,1.281083,95.292566,14.202490,9.529988,6.397568,7.723342,73.400637,
45,0.682801,1.010520,0.394510,0.435372,0.043386,0.000715,1.010518,57.898545,22.603747,24.944961,2.485834,0.040978,57.898400,
46,0.333350,0.635100,0.085142,0.019044,0.091152,0.071550,0.483778,36.388523,4.878268,1.091162,5.222621,4.099510,27.718446,
47,0.947766,1.583902,0.041324,0.093317,0.002914,0.147323,1.211936,90.750913,2.367696,5.346693,0.166985,8.440984,69.438799,
48,0.585108,1.005049,0.179040,0.290082,0.113349,0.000754,1.004965,57.585052,10.258251,16.620471,6.494423,0.043173,57.580252,
49,0.314048,0.538050,0.206171,0.292828,0.052599,0.068066,0.404671,30.827990,11.812708,16.777804,3.013689,3.899876,23.185959,
50,0.987195,1.638894,0.515536,0.265797,0.235234,0.149989,1.253420,93.901730,29.538021,15.229057,13.477888,8.593732,71.815650,
51,0.706816,1.106098,0.327156,0.003535,0.328263,0.000796,1.106188,63.374732,18.744662,0.202545,18.808070,0.045622,63.379929,
52,0.193327,0.316321,0.104220,0.241256,0.100034,0.033576,0.239921,18.123838,5.971394,13.822957,5.731537,1.923746,13.746483,
53,0.643599,1.220262,0.153855,0.124188,0.067993,0.130472,0.927141,69.915846,8.815259,7.115468,3.895691,7.475481,53.121292,
54,0.518298,0.998816,0.021676,0.094996,0.114230,0.000878,0.998852,57.227916,1.241915,5.442873,6.544911,0.050317,57.230031,
55,0.165639,0.277121,0.182412,0.020593,0.162700,0.031085,0.211153,15.877885,10.451442,1.179910,9.322046,1.781042,12.098185,
56,0.723784,1.232786,0.090847,0.007824,0.047469,0.122305,0.941715,70.633454,5.205153,0.448262,2.719764,7.007552,53.956277,
57,0.572622,1.047894,0.092009,0.118155,0.028607,0.000880,1.047998,60.039904,5.271723,6.769790,1.639063,0.050432,60.045876,
58,0.293621,0.539054,0.027808,0.198159,0.129753,0.062853,0.407171,30.885526,1.593256,11.353653,7.434271,3.601212,23.329167,
59,0.786865,1.471787,0.114414,0.067175,0.129969,0.176303,1.107570,84.327173,6.555443,3.848863,7.446696,10.101394,63.459089,
60,0.549959,1.043989,0.038680,0.333635,0.369930,0.000797,1.043849,59.816189,2.216220,19.115865,21.195424,0.045641,59.808156,
