segment_id,cum_ee_m,cum_shoulder_pan_joint_rad,cum_shoulder_lift_joint_rad,cum_elbow_joint_rad,cum_wrist_1_joint_rad,cum_wrist_2_joint_rad,cum_wrist_3_joint_rad,cum_shoulder_pan_joint_deg,cum_shoulder_lift_joint_deg,cum_elbow_joint_deg,cum_wrist_1_joint_deg,cum_wrist_2_joint_deg,cum_wrist_3_joint_deg,
26,0.836766,1.560396,0.017994,0.010702,0.018816,0.175727,1.180380,89.404133,1.030991,0.613184,1.078053,10.068431,67.630783,
27,0.571051,1.119467,0.000693,0.016023,0.013127,0.000882,1.119491,64.140724,0.039732,0.918076,0.752106,0.050532,64.142137,
28,0.153609,0.275127,0.121938,0.024916,0.143603,0.030287,0.209513,15.763639,6.986517,1.427559,8.227844,1.735326,12.004194,
29,0.665454,1.116687,0.065770,0.079633,0.113287,0.117276,0.850170,63.981477,3.768363,4.562659,6.490890,6.719420,48.711140,
30,0.529975,0.917881,0.155652,0.126533,0.279789,0.000753,0.917834,52.590716,8.918213,7.249813,16.030726,0.043136,52.588016,
31,0.284502,0.415876,0.146552,0.456886,0.197125,0.047718,0.311803,23.827918,8.396794,26.177648,11.294428,2.734040,17.865017,
32,0.872701,1.454800,0.400739,0.569294,0.000923,0.097604,1.124085,83.353920,22.960667,32.618151,0.052882,5.592303,64.405314,
33,0.670074,1.052898,0.306811,0.280725,0.024492,0.000703,1.052803,60.326618,17.578962,16.084334,1.403262,0.040270,60.321190,
34,0.244619,0.466044,0.012763,0.003102,0.029180,0.054004,0.355110,26.702341,0.731278,0.177711,1.671901,3.094213,20.346301,
35,0.886617,1.464330,0.196204,0.166837,0.079932,0.127388,1.124116,83.899944,11.241689,9.559062,4.579791,7.298778,64.407107,
36,0.634369,1.037356,0.252947,0.378295,0.127688,0.000703,1.037486,59.436102,14.492804,21.674698,7.315982,0.040307,59.443569,
37,0.196867,0.377499,0.056475,0.098771,0.030173,0.043877,0.288832,21.629114,3.235761,5.659159,1.728811,2.513982,16.548863,
38,0.826737,1.317512,0.155736,0.147722,0.067931,0.108349,1.014507,75.487892,8.923007,8.463821,3.892140,6.207957,58.126958,
39,0.621094,0.975776,0.310410,0.526155,0.218268,0.000779,0.975871,55.907859,17.785167,30.146468,12.505837,0.044616,55.913275,
40,0.227452,0.369528,0.032525,0.295216,0.183656,0.039839,0.278782,21.172405,1.863562,16.914630,10.522708,2.282634,15.973021,
41,0.825271,1.335407,0.368318,0.311623,0.112211,0.106976,1.028523,76.513173,21.103091,17.854686,6.429232,6.129279,58.930049,
42,0.651584,1.001578,0.333234,0.042257,0.289060,0.000816,1.001328,57.386185,19.092874,2.421167,16.561923,0.046750,57.371869,
43,0.349507,0.664753,0.062723,0.051086,0.057370,0.075432,0.507003,38.087520,3.593778,2.926989,3.287033,4.321959,29.049146,
44,1.092455,1.662577,0.247780,0.166207,0.111621,0.134825,1.280515,95.258645,14.196772,9.522962,6.395410,7.724879,73.368106,
45,0.682798,1.010435,0.394484,0.435163,0.043083,0.000824,1.010704,57.893643,22.602248,24.933012,2.468476,0.047233,57.909070,
46,0.334036,0.634943,0.085026,0.019064,0.091098,0.071368,0.483721,36.379582,4.871606,1.092299,5.219535,4.089062,27.715189,
47,0.948039,1.583798,0.041402,0.093346,0.003157,0.147356,1.211804,90.744939,2.372187,5.348307,0.180893,8.442893,69.431258,
48,0.586624,1.005074,0.179211,0.290158,0.113391,0.000758,1.004951,57.586478,10.268026,16.624854,6.496810,0.043452,57.579441,
49,0.313654,0.537615,0.205816,0.292516,0.052538,0.068102,0.404273,30.803056,11.792385,16.759947,3.010212,3.901968,23.163159,
50,0.986978,1.638944,0.515551,0.265820,0.235189,0.150081,1.253434,93.904565,29.538895,15.230361,13.475353,8.599007,71.816481,
51,0.706787,1.106066,0.327168,0.003442,0.328037,0.000716,1.105982,63.372899,18.745343,0.197202,18.795123,0.041024,63.368112,
52,0.193765,0.316451,0.104173,0.241341,0.100046,0.033674,0.240061,18.131302,5.968668,13.827810,5.732186,1.929400,13.754503,
53,0.642948,1.220103,0.153875,0.124200,0.067843,0.130534,0.927109,69.906760,8.816366,7.116147,3.887143,7.479037,53.119449,
54,0.518687,0.998839,0.021732,0.095543,0.114917,0.000847,0.999044,57.229239,1.245130,5.474233,6.584272,0.048538,57.241031,
55,0.164876,0.277051,0.182353,0.020693,0.162753,0.031080,0.211139,15.873845,10.448086,1.185642,9.325065,1.780726,12.097378,
56,0.723502,1.232700,0.090836,0.007888,0.047570,0.122214,0.941695,70.628499,5.204501,0.451975,2.725580,7.002354,53.955172,
57,0.572719,1.048078,0.091985,0.117981,0.028482,0.000874,1.047730,60.050451,5.270348,6.759837,1.631894,0.050094,60.030527,
58,0.292470,0.538613,0.027901,0.198021,0.129580,0.062816,0.406765,30.860229,1.598583,11.345761,7.424382,3.599084,23.305945,
59,0.787716,1.471980,0.114506,0.067221,0.130048,0.176381,1.107638,84.338236,6.560728,3.851470,7.451206,10.105885,63.462973,
60,0.547952,1.043948,0.037453,0.330396,0.365239,0.000851,1.044253,59.813843,2.145878,18.930278,20.926627,0.048748,59.831309,
