segment_id,cum_ee_m,cum_shoulder_pan_joint_rad,cum_shoulder_lift_joint_rad,cum_elbow_joint_rad,cum_wrist_1_joint_rad,cum_wrist_2_joint_rad,cum_wrist_3_joint_rad,cum_shoulder_pan_joint_deg,cum_shoulder_lift_joint_deg,cum_elbow_joint_deg,cum_wrist_1_joint_deg,cum_wrist_2_joint_deg,cum_wrist_3_joint_deg,
17,0.922455,1.489669,0.115701,0.264944,0.056373,0.166573,1.126936,85.351729,6.629181,15.180185,3.229915,9.543933,64.568697,
18,0.627432,1.141025,0.104245,0.095542,0.007967,0.000794,1.140977,65.375910,5.972788,5.474157,0.456469,0.045496,65.373149,
19,0.225006,0.396122,0.126567,0.058198,0.022396,0.046334,0.301431,22.696119,7.251735,3.334492,1.283222,2.654715,17.270738,
20,0.723309,1.212919,0.295643,0.007072,0.236313,0.125187,0.923035,69.495119,16.939110,0.405169,13.539715,7.172681,52.885999,
21,0.505889,0.857150,0.176529,0.011015,0.185064,0.000756,0.857368,49.111065,10.114394,0.631085,10.603384,0.043342,49.123592,
22,0.310642,0.568672,0.100013,0.216469,0.086653,0.069088,0.429070,32.582489,5.730303,12.402741,4.964871,3.958452,24.583911,
23,0.830096,1.569180,0.131151,0.114571,0.045563,0.170310,1.189257,89.907393,7.514425,6.564415,2.610554,9.758060,68.139434,
24,0.565767,1.086330,0.027824,0.049694,0.075002,0.000798,1.086224,62.242097,1.594215,2.847253,4.297288,0.045705,62.236054,
25,0.292329,0.553638,0.012548,0.091537,0.080428,0.064382,0.419925,31.721135,0.718922,5.244694,4.608167,3.688789,24.059909,
26,0.836107,1.560551,0.017876,0.010710,0.018749,0.175824,1.180258,89.412966,1.024220,0.613638,1.074250,10.073958,67.623790,
27,0.571619,1.119572,0.000774,0.015919,0.012886,0.000775,1.119507,64.146727,0.044345,0.912087,0.738331,0.044417,64.143006,
28,0.153913,0.274921,0.121842,0.024939,0.143673,0.030410,0.209379,15.751799,6.981029,1.428892,8.231832,1.742386,11.996528,
29,0.665573,1.116670,0.065685,0.079612,0.113255,0.117317,0.850306,63.980499,3.763472,4.561460,6.489042,6.721742,48.718934,
30,0.530891,0.918064,0.155676,0.126619,0.279895,0.000871,0.918168,52.601178,8.919589,7.254758,16.036827,0.049919,52.607132,
31,0.285022,0.415837,0.146479,0.456929,0.197306,0.047591,0.311796,23.825730,8.392623,26.180078,11.304830,2.726772,17.864616,
32,0.872282,1.454737,0.400635,0.569265,0.001049,0.097655,1.124003,83.350301,22.954717,32.616505,0.060078,5.595212,64.400627,
33,0.669058,1.052835,0.306979,0.280812,0.024502,0.000874,1.052816,60.323012,17.588602,16.089337,1.403889,0.050051,60.321893,
34,0.244645,0.466071,0.012565,0.003062,0.029084,0.053794,0.355176,26.703899,0.719922,0.175423,1.666403,3.082158,20.350089,
35,0.886102,1.464385,0.196361,0.166910,0.079879,0.127356,1.124198,83.903069,11.250676,9.563217,4.576722,7.296958,64.411814,
36,0.634187,1.037450,0.253073,0.378539,0.128016,0.000844,1.037380,59.441488,14.499991,21.688668,7.334782,0.048376,59.437469,
37,0.195888,0.377410,0.056573,0.098815,0.029914,0.043839,0.288761,21.623994,3.241414,5.661708,1.713939,2.511815,16.544788,
38,0.828391,1.318010,0.155813,0.147707,0.067861,0.108323,1.014876,75.516397,8.927412,8.462965,3.888127,6.206460,58.148115,
39,0.622346,0.975924,0.310500,0.526226,0.218204,0.000820,0.976036,55.916316,17.790318,30.150555,12.502153,0.047003,55.922721,
40,0.227888,0.369239,0.032506,0.294979,0.183570,0.039736,0.278646,21.155853,1.862441,16.901031,10.517800,2.276702,15.965261,
41,0.825569,1.335388,0.368416,0.311572,0.112231,0.107111,1.028607,76.512069,21.108707,17.851786,6.430336,6.137002,58.934844,
42,0.651231,1.001465,0.333143,0.042207,0.288856,0.000802,1.001574,57.379723,19.087682,2.418259,16.550203,0.045970,57.385950,
43,0.349557,0.664936,0.062537,0.050935,0.057344,0.075514,0.506976,38.098048,3.583129,2.918351,3.285547,4.326627,29.047593,
44,1.092327,1.662629,0.247798,0.166304,0.111768,0.134726,1.280795,95.261626,14.197778,9.528511,6.403814,7.719207,73.384157,
45,0.682888,1.010660,0.394462,0.435379,0.043434,0.000800,1.010450,57.906560,22.601012,24.945377,2.488565,0.045829,57.894500,
46,0.333760,0.634882,0.084987,0.018915,0.091194,0.071473,0.483580,36.376054,4.869416,1.083771,5.225050,4.095078,27.707122,
47,0.948061,1.583895,0.041412,0.093431,0.003003,0.147335,1.212012,90.750488,2.372707,5.353226,0.172073,8.441702,69.443184,
48,0.587366,1.005088,0.179201,0.289953,0.113153,0.000894,1.004996,57.587280,10.267463,16.613057,6.483205,0.051229,57.582018,
49,0.313353,0.537675,0.205827,0.292515,0.052633,0.067837,0.404324,30.806503,11.793027,16.759863,3.015665,3.886796,23.166070,
50,0.986678,1.638954,0.515621,0.265877,0.235175,0.150132,1.253342,93.905126,29.542933,15.233653,13.474511,8.601958,71.811214,
51,0.706740,1.105914,0.327114,0.003362,0.328099,0.000705,1.106043,63.364202,18.742244,0.192650,18.798699,0.040415,63.371602,
52,0.193739,0.316553,0.104306,0.241097,0.100124,0.033535,0.240063,18.137179,5.976295,13.813855,5.736679,1.921441,13.754588,
53,0.642989,1.220271,0.153855,0.124028,0.067873,0.130492,0.926947,69.916393,8.815240,7.106260,3.888858,7.476657,53.110170,
54,0.518589,0.999001,0.021699,0.095437,0.114947,0.000786,0.998943,57.238517,1.243282,5.468116,6.585967,0.045024,57.235197,
55,0.165128,0.276953,0.182358,0.020638,0.162822,0.031203,0.211034,15.868224,10.448330,1.182454,9.328993,1.787809,12.091351,
56,0.723720,1.232750,0.090730,0.007959,0.047565,0.122309,0.941550,70.631376,5.198426,0.456026,2.725284,7.007786,53.946845,
57,0.572430,1.047986,0.091923,0.118171,0.028703,0.000835,1.048055,60.045167,5.266811,6.770708,1.644578,0.047847,60.049102,
58,0.292974,0.538688,0.027936,0.197909,0.129551,0.062841,0.406834,30.864536,1.600597,11.339370,7.422748,3.600536,23.309900,
59,0.786353,1.471913,0.114582,0.067202,0.130018,0.176256,1.107673,84.334402,6.565089,3.850390,7.449496,10.098743,63.464970,
60,0.547481,1.043931,0.037363,0.330258,0.365289,0.000709,1.043943,59.812869,2.140758,18.922414,20.929540,0.040623,59.813503,
