segment_id,cum_ee_m,cum_shoulder_pan_joint_rad,cum_shoulder_lift_joint_rad,cum_elbow_joint_rad,cum_wrist_1_joint_rad,cum_wrist_2_joint_rad,cum_wrist_3_joint_rad,cum_shoulder_pan_joint_deg,cum_shoulder_lift_joint_deg,cum_elbow_joint_deg,cum_wrist_1_joint_deg,cum_wrist_2_joint_deg,cum_wrist_3_joint_deg,
21,0.627298,1.140879,0.104166,0.095387,0.007788,0.000828,1.140917,65.367565,5.968283,5.465262,0.446238,0.047440,65.369717,
22,0.225017,0.396038,0.126710,0.058283,0.022424,0.046418,0.301596,22.691298,7.259929,3.339387,1.284797,2.659563,17.280178,
23,0.723722,1.213045,0.295547,0.007139,0.236247,0.125272,0.923234,69.502384,16.933587,0.409017,13.535966,7.177536,52.897417,
24,0.507233,0.857161,0.176683,0.011091,0.185197,0.000838,0.857248,49.111712,10.123203,0.635460,10.611026,0.048001,49.116713,
25,0.310946,0.568709,0.099777,0.216483,0.086834,0.069033,0.428952,32.584648,5.716812,12.403555,4.975225,3.955323,24.577127,
26,0.829705,1.568871,0.131100,0.114726,0.045480,0.170433,1.189134,89.889688,7.511465,6.573312,2.605839,9.765115,68.132381,
27,0.565881,1.086511,0.027775,0.049480,0.074798,0.000795,1.086231,62.252499,1.591390,2.834973,4.285602,0.045576,62.236470,
28,0.291957,0.553512,0.012570,0.091372,0.080325,0.064308,0.419847,31.713900,0.720235,5.235243,4.602308,3.684581,24.055441,
29,0.836698,1.560640,0.017851,0.010554,0.018615,0.175739,1.180279,89.418092,1.022803,0.604671,1.066544,10.069082,67.624995,
30,0.571270,1.119550,0.000779,0.016053,0.013049,0.000739,1.119672,64.145483,0.044627,0.919746,0.747665,0.042320,64.152479,
31,0.153951,0.275018,0.121742,0.024994,0.143690,0.030474,0.209539,15.757349,6.975296,1.432041,8.232839,1.746020,12.005677,
32,0.664787,1.116494,0.065711,0.079568,0.113403,0.117322,0.850296,63.970410,3.764985,4.558904,6.497513,6.722028,48.718397,
33,0.530735,0.917530,0.155595,0.126673,0.279768,0.000737,0.917775,52.570589,8.914910,7.257823,16.029543,0.042205,52.584650,
34,0.284971,0.415945,0.146449,0.457223,0.197296,0.047624,0.311838,23.831900,8.390910,26.196924,11.304252,2.728641,17.867022,
35,0.872679,1.454706,0.400722,0.569367,0.001044,0.097572,1.124128,83.348520,22.959688,32.622304,0.059799,5.590466,64.407785,
36,0.670319,1.052861,0.306797,0.280846,0.024496,0.000715,1.052709,60.324477,17.578186,16.091317,1.403536,0.040977,60.315795,
37,0.244161,0.466021,0.012569,0.003214,0.029052,0.053866,0.355125,26.701009,0.720132,0.184157,1.664541,3.086283,20.347163,
38,0.886373,1.464478,0.196238,0.166796,0.079906,0.127503,1.124221,83.908415,11.243612,9.556702,4.578287,7.305369,64.413146,
39,0.634235,1.037482,0.253135,0.378357,0.127664,0.000767,1.037397,59.443317,14.503577,21.678236,7.314581,0.043972,59.438465,
40,0.196825,0.377584,0.056613,0.098929,0.030060,0.043831,0.289015,21.633973,3.243696,5.668219,1.722295,2.511316,16.559334,
41,0.826732,1.317660,0.155722,0.147815,0.067923,0.108296,1.014756,75.496379,8.922194,8.469156,3.891707,6.204903,58.141217,
42,0.622299,0.975848,0.310502,0.526173,0.218129,0.000793,0.975946,55.911973,17.790448,30.147510,12.497853,0.045454,55.917575,
43,0.227991,0.369437,0.032449,0.295020,0.183543,0.039750,0.278939,21.167192,1.859215,16.903425,10.516226,2.277493,15.982021,
44,0.825418,1.335288,0.368316,0.311678,0.112268,0.106949,1.028618,76.506350,21.102977,17.857838,6.432475,6.127745,58.935471,
45,0.651775,1.001469,0.333273,0.042133,0.288795,0.000738,1.001526,57.379973,19.095119,2.414066,16.546753,0.042306,57.383196,
46,0.348889,0.665072,0.062689,0.050892,0.057309,0.075540,0.507063,38.105842,3.591843,2.915877,3.283568,4.328116,29.052572,
47,1.092598,1.662588,0.247818,0.166256,0.111639,0.134671,1.280723,95.259264,14.198943,9.525748,6.396423,7.716105,73.380037,
48,0.681753,1.010052,0.394307,0.435205,0.043371,0.000740,1.010013,57.871716,22.592128,24.935394,2.484997,0.042373,57.869484,
49,0.334885,0.635033,0.085039,0.019029,0.091064,0.071547,0.483937,36.384691,4.872362,1.090260,5.217573,4.099324,27.727571,
50,0.947670,1.583869,0.041342,0.093443,0.003017,0.147279,1.211846,90.749019,2.368738,5.353907,0.172884,8.438450,69.433643,
51,0.584915,1.005112,0.179096,0.290216,0.113488,0.000752,1.005055,57.588686,10.261463,16.628139,6.502357,0.043075,57.585386,
52,0.313675,0.537798,0.205954,0.292556,0.052590,0.068070,0.404392,30.813576,11.800320,16.762231,3.013176,3.900141,23.169964,
53,0.987375,1.638982,0.515697,0.265730,0.235263,0.149950,1.253363,93.906737,29.547288,15.225215,13.479587,8.591508,71.812414,
54,0.705922,1.105536,0.326869,0.003412,0.327724,0.000864,1.105680,63.342544,18.728211,0.195499,18.777221,0.049506,63.350785,
55,0.193323,0.316657,0.104440,0.241453,0.100032,0.033494,0.240051,18.143120,5.983985,13.834210,5.731383,1.919077,13.753919,
56,0.643466,1.220240,0.153879,0.124215,0.067912,0.130447,0.927002,69.914611,8.816639,7.116985,3.891065,7.474054,53.113285,
57,0.518210,0.998885,0.021837,0.095505,0.114811,0.000767,0.998774,57.231901,1.251182,5.472017,6.578213,0.043941,57.225556,
58,0.165554,0.277002,0.182541,0.020503,0.162664,0.031149,0.211060,15.871066,10.458845,1.174757,9.319976,1.784733,12.092872,
59,0.723674,1.232637,0.090850,0.007818,0.047552,0.122290,0.941583,70.624888,5.205333,0.447947,2.724527,7.006717,53.948715,
60,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
62,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
63,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
64,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
65,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
67,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
69,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
70,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
71,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
72,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
