segment_id,cum_ee_m,cum_shoulder_pan_joint_rad,cum_shoulder_lift_joint_rad,cum_elbow_joint_rad,cum_wrist_1_joint_rad,cum_wrist_2_joint_rad,cum_wrist_3_joint_rad,cum_shoulder_pan_joint_deg,cum_shoulder_lift_joint_deg,cum_elbow_joint_deg,cum_wrist_1_joint_deg,cum_wrist_2_joint_deg,cum_wrist_3_joint_deg,
1,0.099292,0.002055,0.205873,0.188316,0.014586,0.001388,0.002532,0.117770,11.795667,10.789719,0.835705,0.079509,0.145080,
2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,1.032858,2.344060,0.124412,0.365968,0.342227,0.210386,1.570020,134.304730,7.128261,20.968415,19.608184,12.054204,89.955540,
4,0.000177,0.000056,0.000003,0.000008,0.000002,0.000003,0.000037,0.003200,0.000163,0.000484,0.000107,0.000155,0.002133,
5,0.135166,0.337052,0.022776,0.041433,0.018545,0.000381,0.000022,19.311633,1.304950,2.373914,1.062578,0.021822,0.001255,
6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
7,0.645020,1.397951,0.043333,0.630031,0.394201,0.000745,3.017837,80.096700,2.482788,36.098111,22.586033,0.042708,172.909333,
8,0.099240,0.008200,0.154917,0.199322,0.347848,0.004652,0.017585,0.469819,8.876097,11.420293,19.930213,0.266522,1.007552,
9,0.907780,0.184153,1.370420,0.839346,2.209594,0.000138,0.184169,10.551176,78.519279,48.090995,126.600397,0.007902,10.552104,
10,0.098430,0.001831,0.206110,0.187936,0.015783,0.001301,0.002603,0.104881,11.809218,10.767928,0.904318,0.074528,0.149150,
